genename,Tce_RT_log2FC_SB,Tce_RT_FDR_SB,Tce_RT_sexbias,Tce_RT_log2FC_SA,Tce_RT_FDR_SA,scaf_name,linkagegroup,chr_type
RBBH-1684,0.788471939,0.266226687,Unbiased,-0.806992243,0.230326788,CM009479.1,LG4,A
RBBH-16840,-0.041639336,0.949261979,Unbiased,0.063868321,0.9567029,CM009479.1,LG4,A
RBBH-16842,6.421499969,8.20E-15,female_biased,-1.105506143,0.583724903,CM009483.1,LG8,A
RBBH-16843,-0.422076385,0.666270317,Unbiased,0.539308289,0.757543171,CM009483.1,LG8,A
RBBH-16844,-1.738757883,0.05652565,Unbiased,1.129791137,0.490257224,CM009483.1,LG8,A
RBBH-16845,-0.590788055,0.22433971,Unbiased,0.404749768,0.613004397,CM009482.1,LG7,A
RBBH-16847,-1.305615962,0.000501925,male_biased,0.545600341,0.370670731,CM009478.1,LG3,A
RBBH-16848,-0.794036016,0.128072036,Unbiased,-0.316754104,0.768099381,CM009477.1,LG2,A
RBBH-16849,-3.583726847,2.96E-12,male_biased,0.151533697,0.914220441,CM009481.1,LG6,A
RBBH-1685,1.072577064,0.02401072,female_biased,-0.678096829,0.323724043,CM009478.1,LG3,A
RBBH-16852,-0.755819478,0.169986642,Unbiased,0.858843599,0.303450852,CM009481.1,LG6,A
RBBH-16855,0.54479077,0.372649098,Unbiased,-1.019295562,0.211048914,CM009473.1,LG10,A
RBBH-16856,-2.617997795,0.000220044,male_biased,-0.828615162,0.62327857,CM009478.1,LG3,A
RBBH-16857,-2.404463216,3.87E-07,male_biased,-0.41751907,0.580562988,CM009473.1,LG10,A
RBBH-16858,0.238412447,0.695472363,Unbiased,0.430935118,0.59515579,CM009482.1,LG7,A
RBBH-16859,-0.026016747,0.972454259,Unbiased,-0.010935926,0.993687637,CM009480.1,LG5,A
RBBH-1686,-0.085104138,0.916288858,Unbiased,-0.341694222,0.771524016,CM009482.1,LG7,A
RBBH-16861,-1.213809993,0.092559772,Unbiased,-0.561140689,0.718870815,CM009472.1,LG1,A
RBBH-16862,-0.184187705,0.723839098,Unbiased,0.000393746,0.999808799,CM009481.1,LG6,A
RBBH-16863,-0.526142825,0.307867626,Unbiased,0.385062059,0.591738428,CM009478.1,LG3,A
RBBH-16864,1.844707404,0.25482993,Unbiased,0.965008297,0.761605231,CM009476.1,LG13,X
RBBH-16866,-0.424708128,0.402783153,Unbiased,-0.104972983,0.928168375,CM009476.1,LG13,X
RBBH-16867,0.19647355,0.791264193,Unbiased,-0.023164338,0.987000536,CM009479.1,LG4,A
RBBH-16868,-2.441253188,0.002252877,male_biased,0.805332622,0.616714,CM009478.1,LG3,A
RBBH-16869,0.958083397,0.093511692,Unbiased,0.341187403,0.726882297,PGFK01001247.1,NA,NA
RBBH-1687,0.73217677,0.136955482,Unbiased,-0.207334941,0.844150322,CM009476.1,LG13,X
RBBH-16870,-0.167549266,0.818735443,Unbiased,-0.474219806,0.619632085,CM009478.1,LG3,A
RBBH-16872,0.299745703,0.656000171,Unbiased,-0.918559714,0.366591429,CM009484.1,LG9,A
RBBH-16874,0.209641324,0.761751672,Unbiased,1.242240642,0.062602111,CM009474.1,LG11,A
RBBH-16875,-0.371388408,0.578601331,Unbiased,-0.359753022,0.744516478,CM009478.1,LG3,A
RBBH-16876,1.623325157,0.000464364,female_biased,-1.24614347,0.040483822,CM009484.1,LG9,A
RBBH-16878,-0.44457424,0.330196902,Unbiased,-0.020091524,0.985122357,CM009481.1,LG6,A
RBBH-16880,-0.334597303,0.49393702,Unbiased,0.658366961,0.24479619,CM009479.1,LG4,A
RBBH-16881,0.98992043,0.286525134,Unbiased,-0.102451218,0.95677032,CM009479.1,LG4,A
RBBH-16882,-0.716986035,0.242280698,Unbiased,0.309790272,0.800956375,CM009473.1,LG10,A
RBBH-16883,0.139590828,0.854027629,Unbiased,-0.207618129,0.871944564,CM009483.1,LG8,A
