genename,Tce_RT_log2FC_SB,Tce_RT_FDR_SB,Tce_RT_sexbias,Tce_RT_log2FC_SA,Tce_RT_FDR_SA,scaf_name,linkagegroup,chr_type
RBBH-11299,0.640421518,0.272197998,Unbiased,-0.387738932,0.682042501,PGFK01002481.1,NA,NA
RBBH-113,1.307963357,0.109559146,Unbiased,-1.322469416,0.243086387,CM009479.1,LG4,A
RBBH-1130,1.90132588,0.001738844,female_biased,0.05754706,0.96856153,CM009479.1,LG4,A
RBBH-11302,0.788427089,0.091599303,Unbiased,0.697017101,0.28056144,PGFK01000926.1,NA,NA
RBBH-11304,0.420407771,0.493590773,Unbiased,0.103097215,0.942261592,CM009483.1,LG8,A
RBBH-11305,-0.603696352,0.310292705,Unbiased,0.173329271,0.903736314,CM009474.1,LG11,A
RBBH-11309,0.327729343,0.808641044,Unbiased,0.307694777,0.908937676,CM009483.1,LG8,A
RBBH-1131,-0.068370683,0.951335181,Unbiased,-0.043976316,0.984016637,CM009482.1,LG7,A
RBBH-11311,1.459706745,0.07597496,Unbiased,0.28806936,0.8260114,CM009479.1,LG4,A
RBBH-11314,0.277483409,0.759411861,Unbiased,NA,NA,CM009480.1,LG5,A
RBBH-11315,-3.212702596,7.15E-06,male_biased,2.294400782,0.00488855,CM009482.1,LG7,A
RBBH-11317,-0.37796846,0.622541782,Unbiased,1.415747705,0.023000294,CM009479.1,LG4,A
RBBH-1132,-0.114918583,0.902412159,Unbiased,0.713844605,0.599165544,CM009478.1,LG3,A
RBBH-11320,-1.279615742,0.174633057,Unbiased,1.372290815,0.357891582,CM009479.1,LG4,A
RBBH-11321,0.388454597,0.670190713,Unbiased,-0.172740949,0.917885,CM009482.1,LG7,A
RBBH-11322,-0.013129177,0.985178514,Unbiased,-0.533319628,0.495113318,CM009481.1,LG6,A
RBBH-11325,0.292172856,0.570109224,Unbiased,-0.236997643,0.791705749,CM009474.1,LG11,A
RBBH-11327,0.977599377,0.030802047,female_biased,-0.31082589,0.728762817,CM009472.1,LG1,A
RBBH-11329,0.78335295,0.113732311,Unbiased,-0.447748023,0.593713482,CM009483.1,LG8,A
RBBH-1133,0.906402871,0.084169294,Unbiased,-0.762130257,0.409765994,PGFK01003638.1,NA,NA
RBBH-11331,0.977129434,0.096454629,Unbiased,-0.220277917,0.81262918,CM009479.1,LG4,A
RBBH-11333,1.547943841,0.029852334,female_biased,0.430517284,0.626781426,PGFK01001247.1,NA,NA
RBBH-11335,-5.934837254,2.57E-08,male_biased,1.98865466,0.307037224,CM009483.1,LG8,A
RBBH-11336,0.155540821,0.789421435,Unbiased,-0.014838508,0.990593206,CM009480.1,LG5,A
RBBH-11337,-3.021491195,6.10E-07,male_biased,0.363829308,0.787024174,CM009480.1,LG5,A
RBBH-11338,-0.881890534,0.433443851,Unbiased,0.204126653,0.914260687,CM009476.1,LG13,X
RBBH-1134,0.409262097,0.510551182,Unbiased,-0.074574868,0.955067567,CM009479.1,LG4,A
RBBH-11340,-0.341577645,0.590473047,Unbiased,0.338794483,0.763582985,CM009481.1,LG6,A
RBBH-11342,1.484861431,0.012590176,female_biased,-0.753580619,0.444098244,CM009479.1,LG4,A
RBBH-11343,-0.491639451,0.425821679,Unbiased,0.361419673,0.7976087,CM009475.1,LG12,A
RBBH-11344,-1.516504046,0.000746801,male_biased,0.18948833,0.862398245,CM009478.1,LG3,A
RBBH-11345,1.624076826,0.003432954,female_biased,-0.2042561,0.864483399,CM009483.1,LG8,A
RBBH-11347,-0.017987499,0.986999335,Unbiased,NA,NA,CM009479.1,LG4,A
RBBH-11348,0.484738479,0.344655783,Unbiased,0.118483495,0.903516261,CM009478.1,LG3,A
RBBH-11349,-1.37458389,0.131379927,Unbiased,-1.331187286,0.333305711,CM009472.1,LG1,A
RBBH-1135,-3.00714629,0.0905946,Unbiased,-0.775961575,0.854254955,NA,NA,NA
RBBH-11353,0.484734923,0.401846974,Unbiased,-0.001113452,0.999594359,PGFK01001247.1,NA,NA
RBBH-11354,-0.203413433,0.76213009,Unbiased,-0.143408088,0.902131842,CM009477.1,LG2,A
RBBH-11355,-0.753051049,0.244492769,Unbiased,-1.225300197,0.154867268,CM009484.1,LG9,A
RBBH-11356,0.405973653,0.549887156,Unbiased,-0.012046787,0.993617446,CM009478.1,LG3,A
RBBH-11357,-0.655612806,0.440773505,Unbiased,0.167964327,0.922098214,CM009479.1,LG4,A
RBBH-11359,-0.943982262,0.033062235,male_biased,-0.07963271,0.935734449,CM009478.1,LG3,A
RBBH-11360,0.512277586,0.248326639,Unbiased,-0.032975703,0.976486629,CM009479.1,LG4,A
RBBH-11361,-0.224629316,0.761309433,Unbiased,0.59573269,0.540852252,CM009479.1,LG4,A
RBBH-11362,-0.284248928,0.687558846,Unbiased,0.884955311,0.242819076,CM009472.1,LG1,A
RBBH-11364,0.458327136,0.436004805,Unbiased,-0.234481424,0.822662312,CM009481.1,LG6,A
RBBH-11366,1.449510159,0.115410013,Unbiased,-0.915280833,0.60034825,CM009473.1,LG10,A
RBBH-11367,-0.513749194,0.385126158,Unbiased,0.075196391,0.956450477,CM009481.1,LG6,A
RBBH-11368,1.527378269,0.00300727,female_biased,-1.170544526,0.078743062,PGFK01002391.1,NA,NA
RBBH-11371,0.905661132,0.043907094,female_biased,-0.027845108,0.980533662,CM009474.1,LG11,A
RBBH-11372,-3.722719059,8.62E-16,male_biased,0.263196164,0.81262918,CM009478.1,LG3,A
RBBH-11373,0.550987724,0.406853047,Unbiased,-1.131292812,0.158017868,CM009479.1,LG4,A
RBBH-11374,0.280127926,0.788874753,Unbiased,-0.237380047,0.870095756,CM009479.1,LG4,A
RBBH-11376,0.551175916,0.451336909,Unbiased,-1.040683759,0.285328439,CM009482.1,LG7,A
RBBH-11377,0.309418303,0.596479801,Unbiased,-0.433407033,0.620839473,CM009479.1,LG4,A
RBBH-11379,0.337343911,0.501767875,Unbiased,-0.406161459,0.603933333,CM009479.1,LG4,A
RBBH-11380,-1.295572861,0.06981471,Unbiased,2.580303056,8.31E-05,CM009480.1,LG5,A
RBBH-11381,-0.147908511,0.85566798,Unbiased,0.308179988,0.82940383,CM009476.1,LG13,X
RBBH-11384,-0.126122645,0.875124561,Unbiased,0.197172394,0.890945296,CM009481.1,LG6,A
RBBH-11385,-0.042358707,0.96662006,Unbiased,0.007495887,0.997190166,CM009473.1,LG10,A
RBBH-11386,-0.285750582,0.676522225,Unbiased,-0.061267509,0.967475245,PGFK01000688.1,NA,NA
RBBH-11388,-2.039574537,0.000164368,male_biased,1.620458447,0.015643682,CM009478.1,LG3,A
RBBH-11389,0.479824211,0.399712449,Unbiased,-0.072485915,0.952664999,CM009478.1,LG3,A
RBBH-1139,-2.525172601,0.025915941,male_biased,1.975378182,0.262793148,CM009481.1,LG6,A
RBBH-11391,-0.097884823,0.914111828,Unbiased,-0.57943238,0.653299043,CM009483.1,LG8,A
RBBH-11392,0.142995917,0.853939197,Unbiased,-3.625969672,2.80E-09,CM009472.1,LG1,A
RBBH-11393,1.530728532,0.001145852,female_biased,-0.10728422,0.921125258,CM009472.1,LG1,A
RBBH-11396,-1.158677465,0.375932024,Unbiased,-1.45407567,0.552451415,CM009483.1,LG8,A
RBBH-11398,9.039073632,3.79E-37,female_biased,0.864832746,0.621831452,CM009478.1,LG3,A
RBBH-11399,-0.209128974,0.832000478,Unbiased,0.369195648,0.832152387,PGFK01002832.1,NA,NA
RBBH-1140,-1.445975447,0.00026861,male_biased,-0.054918887,0.959232456,CM009481.1,LG6,A
RBBH-11403,1.761075326,0.000337842,female_biased,0.331840338,0.693131368,CM009483.1,LG8,A
RBBH-11404,0.238291887,0.761667856,Unbiased,0.290939289,0.829631289,CM009473.1,LG10,A
RBBH-11407,-0.820969573,0.309714174,Unbiased,0.166200824,0.928039145,CM009479.1,LG4,A
RBBH-11408,0.54453877,0.501998861,Unbiased,0.691448187,0.36954487,PGFK01003120.1,NA,NA
RBBH-11409,0.318866677,0.755059105,Unbiased,1.063590823,0.275866494,CM009483.1,LG8,A
RBBH-1141,-0.042109884,0.944650765,Unbiased,-0.463295103,0.542004273,PGFK01003638.1,NA,NA
RBBH-11410,0.740710494,0.411265377,Unbiased,-0.537540976,0.740972048,CM009478.1,LG3,A
RBBH-11411,0.035887501,0.964422257,Unbiased,-0.236903221,0.85853703,CM009478.1,LG3,A
RBBH-11415,-0.272185955,0.626236558,Unbiased,-0.098415188,0.91497666,CM009479.1,LG4,A
RBBH-11416,0.487951828,0.600843978,Unbiased,1.225603939,0.11610869,CM009474.1,LG11,A
RBBH-11417,-0.830492179,0.206216797,Unbiased,-0.01681389,0.992130282,CM009484.1,LG9,A
RBBH-11418,-0.778511654,0.178635108,Unbiased,0.033834374,0.980932567,CM009476.1,LG13,X
RBBH-1142,1.61913877,0.13384483,Unbiased,NA,NA,CM009481.1,LG6,A
RBBH-11421,1.94511825,5.81E-05,female_biased,-0.475060252,0.585216969,CM009476.1,LG13,X
RBBH-11422,1.023912877,0.06947161,Unbiased,-0.851416359,0.111988934,CM009479.1,LG4,A
RBBH-11424,0.968575281,0.026143507,female_biased,-0.106182844,0.923357278,CM009476.1,LG13,X
RBBH-11425,-0.842713437,0.264311799,Unbiased,0.175891443,0.921977747,CM009482.1,LG7,A
RBBH-11427,-0.624871549,0.444683147,Unbiased,0.510638934,0.735144518,CM009484.1,LG9,A
RBBH-11428,-0.210442465,0.713766887,Unbiased,-0.192948387,0.840799563,CM009478.1,LG3,A
RBBH-11429,0.287203101,0.728710027,Unbiased,-0.284547412,0.820305341,CM009479.1,LG4,A
RBBH-1143,-0.482798513,0.301432498,Unbiased,-0.103298271,0.913318556,PGFK01003625.1,NA,NA
RBBH-11431,0.124028659,0.870794458,Unbiased,0.171665375,0.898486413,CM009480.1,LG5,A
RBBH-11433,-0.470919898,0.359883098,Unbiased,0.304565298,0.762619613,PGFK01000688.1,NA,NA
RBBH-11434,-0.682098703,0.270653419,Unbiased,-0.165387981,0.908980224,CM009481.1,LG6,A
RBBH-11435,1.355633455,0.028600057,female_biased,-0.469790194,0.595280823,CM009474.1,LG11,A
RBBH-11436,0.466296297,0.429832737,Unbiased,0.349897105,0.742330983,CM009478.1,LG3,A
RBBH-11437,0.195905875,0.807631935,Unbiased,NA,NA,CM009479.1,LG4,A
RBBH-11438,-0.009520524,0.988504195,Unbiased,0.055202224,0.95677032,CM009479.1,LG4,A
RBBH-11439,-1.829092836,0.013757155,male_biased,0.788179728,0.587457317,CM009476.1,LG13,X
RBBH-11443,-0.570421728,0.392107512,Unbiased,-0.411717596,0.723745636,CM009484.1,LG9,A
RBBH-11444,0.159631519,0.870805724,Unbiased,0.240987933,0.873081285,CM009481.1,LG6,A
RBBH-11450,0.857171058,0.150679204,Unbiased,-0.929474113,0.138760695,CM009482.1,LG7,A
RBBH-11452,0.173542286,0.746184107,Unbiased,-0.744897647,0.201403187,CM009472.1,LG1,A
RBBH-11454,-2.449436109,1.64E-08,male_biased,0.700864073,0.379804933,CM009472.1,LG1,A
RBBH-11455,0.011675062,0.989962832,Unbiased,0.012779715,0.99382746,CM009473.1,LG10,A
RBBH-11457,0.521348169,0.449264159,Unbiased,0.145878254,0.890585434,PGFK01000909.1,NA,NA
RBBH-11458,-0.104861338,0.868683628,Unbiased,-0.616431729,0.401064437,CM009477.1,LG2,A
RBBH-11460,0.971963549,0.092862312,Unbiased,-0.999156169,0.188245937,CM009479.1,LG4,A
RBBH-11461,-0.828220849,0.176519042,Unbiased,-0.038828998,0.980900807,CM009481.1,LG6,A
RBBH-11462,1.901844175,0.056224701,Unbiased,-0.127029038,0.959232456,CM009477.1,LG2,A
RBBH-11464,-0.825278075,0.557764874,Unbiased,2.115448223,0.236228303,PGFK01003638.1,NA,NA
RBBH-11465,0.785997803,0.107088335,Unbiased,-0.460777738,0.645146518,CM009474.1,LG11,A
RBBH-11466,1.047088646,0.065450626,Unbiased,-0.052126662,0.970944347,PGFK01002832.1,NA,NA
RBBH-11467,0.346728737,0.604099497,Unbiased,-0.009009845,0.995772789,CM009481.1,LG6,A
RBBH-11468,0.530126496,0.565944626,Unbiased,0.572243799,0.646074077,CM009483.1,LG8,A
RBBH-11469,0.492933077,0.771652843,Unbiased,0.33019311,0.920164572,CM009472.1,LG1,A
RBBH-1147,0.044433434,0.973180611,Unbiased,0.769922611,0.651963935,PGFK01002362.1,NA,NA
RBBH-11470,-0.096410073,0.9404269,Unbiased,0.313512033,0.88151435,CM009479.1,LG4,A
RBBH-11471,-0.244173293,0.783668408,Unbiased,0.231483179,0.875829713,PGFK01000666.1,NA,NA
RBBH-11472,0.087815486,0.907201173,Unbiased,-0.153937967,0.913179602,CM009484.1,LG9,A
RBBH-11475,-0.82962873,0.522449865,Unbiased,0.613389315,0.810619487,CM009476.1,LG13,X
RBBH-11476,0.291292555,0.655276135,Unbiased,0.107027628,0.927673774,CM009473.1,LG10,A
RBBH-11478,0.805502226,0.115596243,Unbiased,-0.524050256,0.612701701,CM009477.1,LG2,A
RBBH-11479,0.536701613,0.286909074,Unbiased,-0.39359311,0.65422375,CM009480.1,LG5,A
RBBH-1148,-0.225728252,0.69613446,Unbiased,-0.56775026,0.470706709,CM009483.1,LG8,A
RBBH-11482,-2.27167083,5.11E-05,male_biased,0.901380353,0.403766047,CM009480.1,LG5,A
RBBH-11483,0.618150031,0.140857028,Unbiased,0.3624575,0.642030904,CM009473.1,LG10,A
RBBH-11485,2.815205823,0.001426371,female_biased,-1.077946802,0.502858722,CM009480.1,LG5,A
RBBH-11488,0.092683216,0.860216018,Unbiased,0.077320974,0.938908489,CM009478.1,LG3,A
RBBH-11489,-0.781262176,0.393138848,Unbiased,0.188256792,0.930538524,CM009472.1,LG1,A
RBBH-1149,-0.256247777,0.650845078,Unbiased,0.161980751,0.873081285,CM009474.1,LG11,A
RBBH-11491,0.366338638,0.545284324,Unbiased,-0.104365387,0.935254968,CM009480.1,LG5,A
RBBH-11492,-0.592516668,0.298145609,Unbiased,-0.496422348,0.596405733,CM009474.1,LG11,A
RBBH-11493,-0.852874002,0.057905737,Unbiased,0.260436584,0.758250711,CM009479.1,LG4,A
RBBH-11494,1.006895813,0.125221786,Unbiased,-0.209101535,0.880318551,CM009474.1,LG11,A
RBBH-11495,1.521269026,0.000834928,female_biased,0.393526363,0.63616154,CM009477.1,LG2,A
RBBH-11496,-0.561804544,0.268832623,Unbiased,0.066962132,0.953903189,CM009482.1,LG7,A
RBBH-11499,2.064118886,0.000498108,female_biased,-1.530567277,0.048641712,PGFK01003155.1,NA,NA
RBBH-115,0.35161411,0.447545131,Unbiased,-0.653743029,0.247960356,CM009483.1,LG8,A
RBBH-11500,-0.356802908,0.454021433,Unbiased,-0.035284582,0.973868861,CM009474.1,LG11,A
RBBH-11501,0.542440792,0.353907487,Unbiased,0.139572452,0.907922819,CM009478.1,LG3,A
RBBH-11502,1.263246135,0.183059356,Unbiased,-0.063390981,0.96856153,PGFK01003056.1,NA,NA
RBBH-11504,0.250889551,0.691511952,Unbiased,0.227256072,0.830848368,PGFK01001531.1,NA,NA
RBBH-11506,0.648759165,0.2146422,Unbiased,-0.002035117,0.999401791,CM009476.1,LG13,X
RBBH-11509,-2.192106836,7.81E-05,male_biased,1.109860028,0.183917223,CM009480.1,LG5,A
RBBH-11510,1.877273733,0.001320989,female_biased,0.104820598,0.946199248,CM009484.1,LG9,A
RBBH-11512,-0.179139223,0.81332027,Unbiased,-0.291261449,0.853701681,CM009481.1,LG6,A
RBBH-11513,-0.098286951,0.919181247,Unbiased,1.020979715,0.345081304,CM009480.1,LG5,A
RBBH-11514,0.76969573,0.248957095,Unbiased,0.053301794,0.973405827,CM009481.1,LG6,A
RBBH-11517,-0.686557673,0.301477636,Unbiased,0.519116866,0.673973033,CM009479.1,LG4,A
RBBH-11518,-0.465702801,0.45026776,Unbiased,NA,NA,CM009480.1,LG5,A
RBBH-11519,0.278003298,0.690316851,Unbiased,0.316236823,0.767217178,CM009478.1,LG3,A
RBBH-1152,0.222768394,0.728710027,Unbiased,0.227455468,0.838264722,CM009479.1,LG4,A
RBBH-11520,-2.233333429,0.039841272,male_biased,2.335952108,0.122952523,CM009478.1,LG3,A
RBBH-11521,0.443984737,0.321660017,Unbiased,-0.523323999,0.448651172,CM009474.1,LG11,A
RBBH-11523,-0.841160597,0.052632392,Unbiased,0.158203133,0.866546626,CM009480.1,LG5,A
RBBH-11524,0.056876997,0.95910283,Unbiased,NA,NA,CM009478.1,LG3,A
RBBH-11525,0.612552887,0.447038913,Unbiased,-1.064746405,0.32881857,CM009477.1,LG2,A
RBBH-11526,0.635591976,0.423641904,Unbiased,-0.338597239,0.769988295,CM009479.1,LG4,A
RBBH-11527,0.035799181,0.957419267,Unbiased,-0.524789474,0.425031266,PGFK01003056.1,NA,NA
RBBH-11528,0.861903866,0.299884453,Unbiased,0.258910658,0.849085804,CM009472.1,LG1,A
RBBH-11529,-0.018991699,0.983541441,Unbiased,-0.183438456,0.89416115,CM009474.1,LG11,A
RBBH-11530,0.072326184,0.965696362,Unbiased,-0.693620772,0.804621515,CM009472.1,LG1,A
RBBH-11532,0.154873639,0.936782207,Unbiased,-2.106252082,0.382259763,CM009473.1,LG10,A
RBBH-11533,0.134662013,0.925488195,Unbiased,0.018180892,0.993687637,CM009477.1,LG2,A
RBBH-11535,0.046065821,0.968531162,Unbiased,-0.287753271,0.918704915,CM009483.1,LG8,A
RBBH-11537,2.611117126,0.004172429,female_biased,-0.455139431,0.809183447,CM009482.1,LG7,A
RBBH-11538,0.008112811,0.992644123,Unbiased,0.282724397,0.803970816,CM009476.1,LG13,X
RBBH-11539,1.067588278,0.009233819,female_biased,-0.865666895,0.093810211,CM009483.1,LG8,A
RBBH-11541,0.115444495,0.851739199,Unbiased,0.345399855,0.679734269,CM009473.1,LG10,A
RBBH-11544,0.491622393,0.454261213,Unbiased,-0.24743744,0.843578446,CM009483.1,LG8,A
RBBH-11546,-1.731844576,0.003651224,male_biased,0.220336223,0.882432931,CM009479.1,LG4,A
RBBH-11547,3.03013707,1.98E-08,female_biased,-0.634940791,0.523035864,CM009481.1,LG6,A
RBBH-1155,-0.580289794,0.32465577,Unbiased,-0.373587991,0.710301497,CM009473.1,LG10,A
RBBH-11550,1.712592727,0.052086892,Unbiased,-0.399528801,0.821551228,CM009479.1,LG4,A
RBBH-11551,0.441570033,0.444824144,Unbiased,-0.592849755,0.442672814,CM009475.1,LG12,A
RBBH-11553,-0.010033511,0.990704936,Unbiased,-1.470087973,0.042243922,PGFK01003056.1,NA,NA
RBBH-11554,-1.011080452,0.031154578,male_biased,-0.05796687,0.961174096,CM009479.1,LG4,A
RBBH-11555,0.711838894,0.542566881,Unbiased,0.49371168,0.723745636,CM009477.1,LG2,A
RBBH-11556,0.864910106,0.264073582,Unbiased,0.28145648,0.856624571,CM009478.1,LG3,A
RBBH-11557,0.058732487,0.970003487,Unbiased,1.783257468,0.123970356,CM009472.1,LG1,A
RBBH-11558,0.952946076,0.083904951,Unbiased,-0.441255845,0.636938313,CM009477.1,LG2,A
RBBH-11559,-3.390742671,0.000440513,male_biased,0.224740528,0.855862189,CM009484.1,LG9,A
RBBH-11561,-0.011200038,0.992908551,Unbiased,-0.402686306,0.840667776,CM009484.1,LG9,A
RBBH-11562,0.62768467,0.169986642,Unbiased,-0.33179819,0.684057936,CM009477.1,LG2,A
RBBH-11564,-0.772236881,0.227225388,Unbiased,1.807043136,0.005963846,PGFK01001695.1,NA,NA
RBBH-11566,-1.071248925,0.17317899,Unbiased,0.137487265,0.943028519,CM009476.1,LG13,X
RBBH-11568,1.106749492,0.579776777,Unbiased,NA,NA,CM009479.1,LG4,A
RBBH-11569,1.403640215,0.000337842,female_biased,-0.061579822,0.954204672,PGFK01003056.1,NA,NA
RBBH-1157,-1.6631071,0.063750172,Unbiased,1.110117533,0.442365867,CM009480.1,LG5,A
RBBH-11570,-1.131587242,0.028132522,male_biased,0.214628381,0.854254955,CM009482.1,LG7,A
RBBH-11571,1.969708614,4.64E-05,female_biased,-0.642697982,0.422456477,CM009476.1,LG13,X
RBBH-11572,3.070305784,3.61E-06,female_biased,-0.801503132,0.478819442,PGFK01002391.1,NA,NA
RBBH-11573,-0.125147542,0.834707917,Unbiased,0.649703072,0.311311338,CM009479.1,LG4,A
RBBH-11575,-0.416072101,0.332116713,Unbiased,0.245693758,0.756837729,CM009479.1,LG4,A
RBBH-11576,0.211267663,0.801884137,Unbiased,0.199422011,0.907964997,CM009483.1,LG8,A
RBBH-11577,-1.387925485,0.035694519,male_biased,0.215902151,0.873081285,NA,NA,NA
RBBH-11578,-1.940487782,0.000145951,male_biased,-0.135125116,0.920164572,CM009483.1,LG8,A
RBBH-11579,1.868881526,4.53E-05,female_biased,0.077677245,0.943118145,PGFK01001788.1,NA,NA
RBBH-11581,0.659469981,0.451979046,Unbiased,-0.419133897,0.788379499,CM009483.1,LG8,A
RBBH-11587,-0.705303336,0.288793742,Unbiased,0.023369876,0.989237161,PGFK01002391.1,NA,NA
RBBH-11588,3.087581114,9.98E-13,female_biased,-0.919525042,0.086267216,CM009478.1,LG3,A
RBBH-11589,2.085286822,9.33E-05,female_biased,0.029435481,0.980932567,CM009483.1,LG8,A
RBBH-1159,0.490791776,0.414625263,Unbiased,0.74440789,0.319124324,CM009476.1,LG13,X
RBBH-11592,-0.911961264,0.089114018,Unbiased,-0.310380113,0.796383856,CM009480.1,LG5,A
RBBH-11593,0.139799498,0.883514389,Unbiased,0.371310264,0.839253314,CM009473.1,LG10,A
RBBH-11594,-0.174733321,0.797632151,Unbiased,-1.997459757,0.001175288,CM009473.1,LG10,A
RBBH-11595,-1.164376444,0.080822235,Unbiased,0.267902119,0.823657838,CM009479.1,LG4,A
RBBH-11597,-1.438700816,0.010693462,male_biased,0.753128992,0.474238146,CM009476.1,LG13,X
RBBH-11599,-0.124333647,0.853956148,Unbiased,0.181028425,0.875394381,CM009477.1,LG2,A
RBBH-1160,-2.02264094,3.04E-07,male_biased,0.092036882,0.929481736,CM009481.1,LG6,A
RBBH-11600,-0.807982595,0.299821678,Unbiased,0.928057743,0.469073233,CM009478.1,LG3,A
RBBH-11606,-1.413184189,0.096876026,Unbiased,1.693145991,0.194460331,CM009477.1,LG2,A
RBBH-11607,-0.235597678,0.649297778,Unbiased,0.354481966,0.653882648,CM009478.1,LG3,A
RBBH-11608,-1.184353282,0.31153266,Unbiased,-1.748761137,0.000347491,CM009483.1,LG8,A
RBBH-11609,-1.130676241,0.075155891,Unbiased,0.326294283,0.821593177,CM009478.1,LG3,A
RBBH-1161,-0.134323027,0.855631972,Unbiased,0.147560098,0.90518399,CM009479.1,LG4,A
RBBH-11610,-0.422121315,0.36812189,Unbiased,-0.292604032,0.728082235,CM009481.1,LG6,A
RBBH-11611,-1.095992592,0.0191713,male_biased,0.706925012,0.283705811,CM009479.1,LG4,A
RBBH-11612,3.309623192,2.66E-09,female_biased,0.335469664,0.789843789,PGFK01003056.1,NA,NA
RBBH-11613,-0.223019132,0.726749878,Unbiased,-0.003751919,0.99827234,CM009473.1,LG10,A
RBBH-11614,-2.94334309,1.01E-06,male_biased,0.05920296,0.978323347,CM009483.1,LG8,A
RBBH-11615,-1.850895621,0.001236505,male_biased,-0.476761208,0.683133411,CM009474.1,LG11,A
RBBH-11616,0.03108413,0.962216227,Unbiased,-0.253478487,0.787024174,CM009482.1,LG7,A
RBBH-11617,0.257846098,0.780968301,Unbiased,0.357803795,0.838137561,CM009474.1,LG11,A
RBBH-11618,1.880976939,1.09E-05,female_biased,-0.118819739,0.912654642,CM009477.1,LG2,A
RBBH-11619,0.88167836,0.136688494,Unbiased,0.500557095,0.56525967,CM009481.1,LG6,A
RBBH-1162,-2.233773903,1.51E-07,male_biased,-1.019797581,0.078483075,CM009480.1,LG5,A
RBBH-11620,0.526086548,0.529464065,Unbiased,0.339355758,0.844150322,CM009480.1,LG5,A
RBBH-11621,0.736745362,0.294081259,Unbiased,-1.861472604,0.001107703,CM009480.1,LG5,A
RBBH-11622,-0.839597707,0.045484465,male_biased,0.253083614,0.750349162,CM009477.1,LG2,A
RBBH-11623,0.675860922,0.417486666,Unbiased,0.371707104,0.814830255,CM009477.1,LG2,A
RBBH-11624,-1.501581401,0.019354319,male_biased,-0.170558395,0.862398245,CM009480.1,LG5,A
RBBH-11626,0.401734464,0.443919217,Unbiased,-0.329100631,0.712830731,CM009473.1,LG10,A
RBBH-11627,-0.304850667,0.663433678,Unbiased,0.064187022,0.964150391,CM009479.1,LG4,A
RBBH-1163,0.174675072,0.822351256,Unbiased,-0.234502464,0.856624571,CM009477.1,LG2,A
RBBH-11631,0.627421431,0.388012929,Unbiased,0.299958732,0.808960321,CM009483.1,LG8,A
RBBH-11632,1.135611831,0.090309022,Unbiased,-1.820283297,0.062006543,CM009480.1,LG5,A
RBBH-11633,2.13843561,0.000376327,female_biased,-1.164565196,0.20059893,PGFK01003155.1,NA,NA
RBBH-11635,-3.434134461,0.000364423,male_biased,0.43790048,0.659919053,CM009479.1,LG4,A
RBBH-11638,0.76267547,0.075911575,Unbiased,0.2412644,0.799180072,CM009479.1,LG4,A
RBBH-11639,-1.052021439,0.291770601,Unbiased,0.670894107,0.717932825,CM009479.1,LG4,A
RBBH-1164,-1.163138407,0.084169294,Unbiased,0.477629324,0.678303641,CM009478.1,LG3,A
RBBH-11640,0.846236539,0.131135092,Unbiased,-0.212014054,0.850400994,CM009482.1,LG7,A
RBBH-11641,1.452135005,0.046815341,female_biased,-0.621733781,0.587740999,CM009476.1,LG13,X
RBBH-11642,0.139869989,0.818735443,Unbiased,0.214747265,0.799610974,CM009479.1,LG4,A
RBBH-11643,0.437902715,0.320463151,Unbiased,-0.372046561,0.642030904,CM009479.1,LG4,A
RBBH-11644,-0.73162783,0.324085988,Unbiased,0.587131904,0.674892402,CM009481.1,LG6,A
RBBH-11645,-2.099984671,1.18E-08,male_biased,0.438732902,0.528697994,CM009478.1,LG3,A
RBBH-11646,0.63686281,0.434525882,Unbiased,-1.379486194,0.119314013,CM009479.1,LG4,A
RBBH-11647,5.401434276,1.46E-11,female_biased,-4.482540624,9.98E-09,CM009480.1,LG5,A
RBBH-11650,0.200297299,0.775699589,Unbiased,-0.388574252,0.761234119,CM009480.1,LG5,A
RBBH-11652,1.128474303,0.206079456,Unbiased,0.740304207,0.66996052,CM009473.1,LG10,A
RBBH-11653,0.207365801,0.689401005,Unbiased,-0.309623243,0.695601523,CM009472.1,LG1,A
RBBH-11654,-1.228390189,0.094305792,Unbiased,0.188987335,0.914260687,CM009481.1,LG6,A
RBBH-11656,1.116462886,0.136974927,Unbiased,-0.826459209,0.506211266,CM009476.1,LG13,X
RBBH-11657,1.534506461,0.001010148,female_biased,-0.406979824,0.654325219,CM009474.1,LG11,A
RBBH-11658,-0.320462498,0.541416343,Unbiased,-0.473779751,0.528370646,CM009481.1,LG6,A
RBBH-11659,0.620853979,0.261043108,Unbiased,-0.323703054,0.745516513,PGFK01003130.1,NA,NA
RBBH-11663,-2.167572754,0.0477434,male_biased,-1.256336027,0.527155286,CM009482.1,LG7,A
RBBH-11664,0.087549734,0.928211244,Unbiased,-1.490344646,0.118351376,CM009478.1,LG3,A
RBBH-11666,-0.714966457,0.229484547,Unbiased,0.244377681,0.848296068,CM009472.1,LG1,A
RBBH-11667,0.424003092,0.463619236,Unbiased,-0.101938631,0.930538524,CM009477.1,LG2,A
RBBH-11668,1.461447438,0.006405803,female_biased,-0.877936297,0.269233801,CM009478.1,LG3,A
RBBH-11669,6.023301681,0.000497771,female_biased,-0.548917993,0.900847218,CM009483.1,LG8,A
RBBH-1167,0.82732122,0.05230951,Unbiased,0.043028142,0.977497556,CM009480.1,LG5,A
