genename,Tce_LG_log2FC_SB,Tce_LG_FDR_SB,Tce_LG_sexbias,Tce_LG_log2FC_SA,Tce_LG_FDR_SA,scaf_name,LG,chr_type
RBBH-14852,-0.525539963,0.785550781,Unbiased,0.196309105,0.696174021,CM009483.1,LG8,A
RBBH-14856,0.015603914,0.997686618,Unbiased,-0.555948204,0.498559784,CM009477.1,LG2,A
RBBH-14859,-0.84136029,0.344037688,Unbiased,-3.829700113,2.17E-15,CM009483.1,LG8,A
RBBH-1486,0.176329594,0.957059604,Unbiased,0.129520099,0.757852302,CM009475.1,LG12,A
RBBH-14861,-0.136189399,0.980343167,Unbiased,-0.548414274,0.302981378,CM009480.1,LG5,A
RBBH-14863,0.615471377,0.968516459,Unbiased,-0.349435293,0.617598447,CM009474.1,LG11,A
RBBH-14868,0.04713506,0.99594508,Unbiased,-1.370936507,0.001453365,CM009479.1,LG4,A
RBBH-14869,-0.001975472,0.999583358,Unbiased,0.042051124,0.930365484,CM009474.1,LG11,A
RBBH-1487,-0.362612799,0.841127032,Unbiased,-0.597727788,0.073083846,CM009478.1,LG3,A
RBBH-14872,0.312228874,0.924093981,Unbiased,0.169696225,0.787069852,CM009473.1,LG10,A
RBBH-14873,0.490115695,0.841127032,Unbiased,0.358726311,0.560940806,CM009473.1,LG10,A
RBBH-14875,0.004558788,0.998936821,Unbiased,0.483441136,0.259648794,CM009477.1,LG2,A
RBBH-14877,0.129801303,0.983557927,Unbiased,0.924699823,0.023464067,CM009479.1,LG4,A
RBBH-14878,-0.607511561,0.540209934,Unbiased,0.049972365,0.937212317,CM009482.1,LG7,A
RBBH-14879,-0.22919875,0.922166255,Unbiased,0.035984128,0.937726868,CM009474.1,LG11,A
RBBH-1488,0.598321443,0.620545526,Unbiased,-0.887114427,0.001190048,CM009481.1,LG6,A
RBBH-14880,-0.322673646,0.897212739,Unbiased,0.47404724,0.283882559,CM009473.1,LG10,A
RBBH-14882,-0.164401998,0.957322649,Unbiased,-0.384206991,0.263778971,CM009480.1,LG5,A
RBBH-14885,0.18152035,0.968516459,Unbiased,-0.404309512,0.415161972,CM009480.1,LG5,A
RBBH-14886,-0.491585072,0.822277053,Unbiased,0.12168885,0.854098976,CM009472.1,LG1,A
RBBH-14888,0.280988297,0.897212739,Unbiased,0.144043059,0.715917114,CM009478.1,LG3,A
RBBH-14889,0.111360046,0.980980293,Unbiased,-0.544712238,0.037183068,NA,NA,NA
RBBH-1489,-0.225397337,0.954639397,Unbiased,-0.071505507,0.916818493,PGFK01001788.1,NA,NA
RBBH-14891,0.596948018,0.838760106,Unbiased,-0.658001921,0.212337282,CM009482.1,LG7,A
RBBH-14894,0.752112814,0.440351426,Unbiased,-0.424071792,0.295004092,CM009478.1,LG3,A
RBBH-14895,-0.119928982,0.971489035,Unbiased,0.01040312,0.980217266,CM009481.1,LG6,A
RBBH-14896,-0.051994519,0.992661784,Unbiased,0.000942743,0.998865529,CM009478.1,LG3,A
RBBH-14897,-0.18862861,0.969377458,Unbiased,0.505592155,0.263778971,CM009476.1,LG13,X
RBBH-14898,-0.67709542,0.689062256,Unbiased,0.478629966,0.408997083,CM009478.1,LG3,A
RBBH-14901,0.024089253,0.997640133,Unbiased,-0.087279028,0.826838955,CM009479.1,LG4,A
RBBH-14903,0.101870963,0.980980293,Unbiased,0.08412016,0.87788595,CM009484.1,LG9,A
RBBH-14904,-0.140144572,0.975845482,Unbiased,0.481807133,0.292967401,CM009483.1,LG8,A
RBBH-14906,-0.435386389,0.897212739,Unbiased,-0.92602744,0.000909822,CM009472.1,LG1,A
RBBH-14909,0.221972087,0.924093981,Unbiased,-0.294882409,0.350626228,CM009478.1,LG3,A
RBBH-1491,0.122344131,0.97979966,Unbiased,0.063577823,0.909742867,CM009479.1,LG4,A
RBBH-14910,-0.276284806,0.854924609,Unbiased,0.190887655,0.570612221,PGFK01001013.1,NA,NA
RBBH-14911,-0.515801947,0.896101415,Unbiased,-0.357827446,0.676942938,CM009479.1,LG4,A
RBBH-14912,-2.618619653,3.58E-07,male_biased,0.150909508,0.797964891,CM009479.1,LG4,A
RBBH-14913,0.117262362,0.978351944,Unbiased,-0.118009097,0.766762211,CM009479.1,LG4,A
RBBH-14915,-0.231876845,0.922166255,Unbiased,0.59304689,0.064303596,CM009472.1,LG1,A
RBBH-14916,-0.221573556,0.941656612,Unbiased,1.482465849,1.38E-07,CM009483.1,LG8,A
RBBH-14917,-0.855060265,0.684210041,Unbiased,1.409717937,0.019784676,CM009477.1,LG2,A
RBBH-14918,-0.047079643,0.995442329,Unbiased,0.347794095,0.300554754,CM009484.1,LG9,A
RBBH-14919,-0.671293313,0.751776958,Unbiased,-1.172908405,0.012901925,CM009480.1,LG5,A
RBBH-1492,0.464137657,0.861133015,Unbiased,0.054414869,0.941606037,CM009478.1,LG3,A
RBBH-14921,-1.075892456,0.336878677,Unbiased,-1.926714311,1.53001E-06,CM009480.1,LG5,A
RBBH-14922,0.082620155,0.98154791,Unbiased,0.388741257,0.137409134,CM009479.1,LG4,A
RBBH-14923,-0.008433882,0.997686618,Unbiased,-0.88831607,0.00050699,PGFK01001867.1,NA,NA
RBBH-14924,-0.150678555,0.971489035,Unbiased,-0.186088344,0.696072746,CM009476.1,LG13,X
RBBH-14926,-0.215738244,0.89785565,Unbiased,-0.43022694,0.101463214,CM009483.1,LG8,A
RBBH-14927,0.230036181,0.985880111,Unbiased,-1.037645386,0.336992957,CM009478.1,LG3,A
RBBH-14928,-0.06084403,0.992060377,Unbiased,0.201884474,0.601328098,CM009472.1,LG1,A
RBBH-14929,0.028934452,0.997640133,Unbiased,-0.026860807,0.966442682,CM009482.1,LG7,A
RBBH-1493,0.063998224,0.992060377,Unbiased,0.178324234,0.724216754,CM009474.1,LG11,A
RBBH-14930,-0.166013774,0.99594508,Unbiased,-0.165911564,0.938396628,CM009477.1,LG2,A
RBBH-14932,-0.1316025,0.968252059,Unbiased,-0.054275378,0.893656628,CM009477.1,LG2,A
RBBH-14933,-0.254453937,0.927033135,Unbiased,-0.261185261,0.605306074,CM009481.1,LG6,A
RBBH-14934,-0.008933937,0.998561892,Unbiased,0.279083147,0.741149388,CM009478.1,LG3,A
RBBH-14937,0.3550166,0.885405977,Unbiased,-0.394060665,0.377362848,CM009473.1,LG10,A
RBBH-14939,0.011332145,0.997686618,Unbiased,0.11973318,0.856211873,CM009482.1,LG7,A
RBBH-14940,-0.657418348,0.620884533,Unbiased,0.564935458,0.335580794,PGFK01000339.1,NA,NA
RBBH-14941,0.186037913,0.954639397,Unbiased,0.225618679,0.524538959,CM009483.1,LG8,A
RBBH-14942,0.115192973,0.978351944,Unbiased,-0.181898956,0.646239622,CM009472.1,LG1,A
RBBH-14943,-0.263710156,0.897212739,Unbiased,0.289937906,0.339350846,CM009478.1,LG3,A
RBBH-14944,-0.038755078,0.99594508,Unbiased,-0.47791024,0.14073959,CM009481.1,LG6,A
RBBH-14945,0.334698671,0.872637204,Unbiased,0.059913773,0.920771825,CM009477.1,LG2,A
RBBH-14947,-0.239066676,0.920481463,Unbiased,0.510110495,0.106353217,CM009480.1,LG5,A
RBBH-14948,-0.363470091,0.789153457,Unbiased,0.266241623,0.456326163,PGFK01003638.1,NA,NA
RBBH-14949,-0.114366696,0.980980293,Unbiased,-0.138941622,0.759223243,CM009476.1,LG13,X
RBBH-1495,-0.374969941,0.771792893,Unbiased,-0.101899327,0.832726762,PGFK01002391.1,NA,NA
RBBH-14950,0.236443919,0.924093981,Unbiased,0.202709484,0.593212536,CM009478.1,LG3,A
RBBH-14952,-0.767396937,0.889829957,Unbiased,-0.299398318,0.668979029,CM009481.1,LG6,A
RBBH-14953,0.136300808,0.972941659,Unbiased,-0.175977306,0.691151997,CM009481.1,LG6,A
RBBH-14954,-0.16691959,0.949731444,Unbiased,0.003655851,0.992036291,CM009478.1,LG3,A
RBBH-14957,-0.19900011,0.969942242,Unbiased,NA,NA,PGFK01001247.1,NA,NA
RBBH-14958,-0.384843664,0.839578045,Unbiased,-0.200411571,0.73894699,CM009480.1,LG5,A
RBBH-14959,-0.102455387,0.980980293,Unbiased,0.397795834,0.166724936,CM009477.1,LG2,A
RBBH-1496,-0.18380119,0.951962121,Unbiased,0.074191136,0.89467882,CM009483.1,LG8,A
RBBH-14960,0.48789091,0.775922349,Unbiased,-1.081951353,1.0662E-05,PGFK01000219.1,NA,NA
RBBH-14967,0.018050045,0.997640133,Unbiased,-0.034958235,0.93312901,CM009478.1,LG3,A
RBBH-14968,0.202914787,0.927336735,Unbiased,-0.044842989,0.930737913,CM009481.1,LG6,A
RBBH-14969,-0.034353145,0.99594508,Unbiased,0.279227999,0.49177978,CM009481.1,LG6,A
RBBH-1497,-0.168624699,0.951823226,Unbiased,-0.260929875,0.47882616,CM009483.1,LG8,A
RBBH-14971,0.174685858,0.965251427,Unbiased,0.150911696,0.690469237,CM009482.1,LG7,A
RBBH-14972,-0.119536044,0.984111276,Unbiased,-0.073366443,0.929813043,CM009482.1,LG7,A
RBBH-14974,0.273297757,0.922166255,Unbiased,0.022094038,0.972489405,CM009475.1,LG12,A
RBBH-14975,0.093976735,0.984255436,Unbiased,-0.327450751,0.419672312,CM009479.1,LG4,A
RBBH-14977,0.342086692,0.895298094,Unbiased,-0.581539109,0.156697938,CM009482.1,LG7,A
RBBH-14980,0.194560648,0.942798158,Unbiased,-0.000361394,0.999371581,CM009479.1,LG4,A
RBBH-14981,-0.712863704,0.49575917,Unbiased,0.516169648,0.256854339,PGFK01003638.1,NA,NA
RBBH-14982,0.071710955,0.985537895,Unbiased,-0.339824871,0.333668887,CM009473.1,LG10,A
RBBH-14983,0.377715819,0.905984361,Unbiased,-0.144702505,0.858792728,CM009481.1,LG6,A
RBBH-14984,-0.183080791,0.946068824,Unbiased,-0.587520989,0.121750449,CM009476.1,LG13,X
RBBH-14985,0.309769543,0.897212739,Unbiased,-0.424832196,0.176222815,CM009473.1,LG10,A
RBBH-14986,-1.863618287,0.217784774,Unbiased,1.485564112,3.63741E-05,CM009479.1,LG4,A
RBBH-14989,0.354616421,0.964859235,Unbiased,-0.238553504,0.797774804,CM009478.1,LG3,A
RBBH-1499,0.13860383,0.970946102,Unbiased,-0.564576235,0.044389265,CM009479.1,LG4,A
RBBH-14990,0.33507853,0.911220267,Unbiased,0.90480818,0.017528331,CM009481.1,LG6,A
RBBH-14991,-0.183411491,0.969377458,Unbiased,0.35978904,0.282419751,CM009478.1,LG3,A
RBBH-14994,0.341065332,0.859789269,Unbiased,0.440262615,0.124459094,PGFK01002153.1,NA,NA
RBBH-14997,-0.036114214,0.99594508,Unbiased,0.067182215,0.90070077,CM009478.1,LG3,A
RBBH-14998,0.338649014,0.839767975,Unbiased,-0.364245618,0.353053569,CM009476.1,LG13,X
RBBH-14999,-2.229182057,4.53E-10,male_biased,1.817629137,2.18E-10,CM009483.1,LG8,A
RBBH-15,-0.133641838,0.971489035,Unbiased,0.614827231,0.024652411,CM009481.1,LG6,A
RBBH-150,-0.688688581,0.342580458,Unbiased,0.247103453,0.491443898,CM009478.1,LG3,A
RBBH-1500,0.091085281,0.992060377,Unbiased,-0.258820254,0.71781644,CM009480.1,LG5,A
RBBH-15002,-0.786144845,0.291979116,Unbiased,0.479845012,0.366241669,CM009484.1,LG9,A
RBBH-15003,0.05194211,0.995717111,Unbiased,-0.664457492,0.124881036,CM009480.1,LG5,A
RBBH-15005,0.438994135,0.65372881,Unbiased,-0.90240539,0.000538732,CM009483.1,LG8,A
RBBH-15006,0.660997829,0.798074328,Unbiased,-0.214018411,0.699072662,CM009483.1,LG8,A
RBBH-15007,-0.152622063,0.964859235,Unbiased,0.840042815,0.000309908,CM009476.1,LG13,X
RBBH-15009,-0.004156616,0.998561892,Unbiased,0.159519391,0.687880124,PGFK01001247.1,NA,NA
RBBH-15010,-0.26629834,0.879640863,Unbiased,-0.353328453,0.197959704,CM009479.1,LG4,A
RBBH-15011,-0.085970535,0.984111276,Unbiased,0.112862955,0.805527993,CM009473.1,LG10,A
RBBH-15015,0.150734133,0.972941659,Unbiased,-0.182683138,0.758419423,CM009483.1,LG8,A
RBBH-15016,0.069527579,0.995442329,Unbiased,-0.621203688,0.25236387,CM009473.1,LG10,A
RBBH-15017,-1.159520048,0.42738286,Unbiased,0.824425972,0.094322078,CM009480.1,LG5,A
RBBH-15018,0.130798437,0.971489035,Unbiased,-0.165566069,0.66399823,CM009473.1,LG10,A
RBBH-15019,-0.137325661,0.980980293,Unbiased,-0.573318674,0.377045951,PGFK01002391.1,NA,NA
RBBH-1502,-0.338729545,0.771937764,Unbiased,1.014354935,1.38798E-05,CM009478.1,LG3,A
RBBH-15020,0.526225552,0.73950437,Unbiased,-0.139907757,0.84177002,CM009478.1,LG3,A
RBBH-15021,-0.565192379,0.328397739,Unbiased,0.161771797,0.675807555,CM009479.1,LG4,A
RBBH-15023,-0.456110349,0.895298094,Unbiased,-0.907086192,0.123067663,CM009479.1,LG4,A
RBBH-15024,-1.268611437,0.423068949,Unbiased,0.677082595,0.39382843,CM009472.1,LG1,A
RBBH-15025,-0.154098157,0.972997305,Unbiased,-0.132883137,0.837932822,CM009480.1,LG5,A
RBBH-15027,-0.203074923,0.981904338,Unbiased,0.485930268,0.50168029,CM009480.1,LG5,A
RBBH-15028,-0.016527406,0.997686618,Unbiased,-0.43366603,0.184801585,CM009483.1,LG8,A
RBBH-15030,-0.312091677,0.775922349,Unbiased,0.187873056,0.570947411,CM009473.1,LG10,A
RBBH-15031,-0.426291745,0.764902965,Unbiased,-0.117396882,0.79526568,CM009479.1,LG4,A
RBBH-15032,0.167944603,0.961896628,Unbiased,0.320059173,0.353880495,PGFK01003155.1,NA,NA
RBBH-15033,0.215629238,0.915104134,Unbiased,-0.33952891,0.218039085,CM009477.1,LG2,A
RBBH-15034,0.051142337,0.99594508,Unbiased,3.490829311,8.24795E-05,CM009481.1,LG6,A
RBBH-15035,0.307627218,0.863135699,Unbiased,0.625390803,0.025238184,CM009473.1,LG10,A
RBBH-15037,0.406572809,0.825308669,Unbiased,-0.101464008,0.785751745,CM009484.1,LG9,A
RBBH-15038,-0.277320783,0.841127032,Unbiased,-0.207939682,0.489780376,CM009480.1,LG5,A
RBBH-15039,-0.008200763,0.998062042,Unbiased,-0.243591053,0.674092103,CM009478.1,LG3,A
RBBH-15041,0.118247959,0.975254017,Unbiased,-0.152194787,0.672578772,CM009472.1,LG1,A
RBBH-15042,0.456277862,0.867822831,Unbiased,-0.086753551,0.911312466,CM009479.1,LG4,A
RBBH-15043,-0.507645446,0.80258248,Unbiased,0.308077782,0.554184676,CM009479.1,LG4,A
RBBH-15044,0.130414787,0.978351944,Unbiased,-0.040607635,0.942961463,CM009478.1,LG3,A
RBBH-15045,-0.409808331,0.620545526,Unbiased,0.144093629,0.745118303,CM009482.1,LG7,A
RBBH-15046,0.212945893,0.966499845,Unbiased,-0.097101131,0.901008892,CM009483.1,LG8,A
RBBH-15048,0.185232502,0.964859235,Unbiased,-0.369623101,0.44628887,NA,NA,NA
RBBH-15049,0.393175178,0.898382331,Unbiased,0.271929138,0.617218054,CM009479.1,LG4,A
RBBH-1505,-0.293379927,0.924093981,Unbiased,0.192916143,0.714469982,CM009479.1,LG4,A
RBBH-15050,-0.538776727,0.808716593,Unbiased,0.772481193,0.097776024,CM009478.1,LG3,A
RBBH-15051,-0.005460293,0.998561892,Unbiased,0.217177214,0.604936492,CM009472.1,LG1,A
RBBH-15052,0.398581977,0.90763007,Unbiased,0.568643113,0.2746498,CM009479.1,LG4,A
RBBH-15053,-0.293041628,0.936983742,Unbiased,0.591121815,0.287358411,CM009479.1,LG4,A
RBBH-15054,-0.356942899,0.815231299,Unbiased,0.099259978,0.789352744,CM009473.1,LG10,A
RBBH-15055,-1.102651387,0.1630825,Unbiased,-0.087416851,0.920365088,CM009473.1,LG10,A
RBBH-15056,0.003548884,0.998561892,Unbiased,0.223582272,0.479098197,CM009481.1,LG6,A
RBBH-15059,-0.113659149,0.980980293,Unbiased,0.78331431,0.027864378,PGFK01001013.1,NA,NA
RBBH-15061,-0.064943714,0.995088128,Unbiased,0.988913432,0.052761695,CM009479.1,LG4,A
RBBH-15062,-0.006905614,0.998561892,Unbiased,0.285899513,0.548483614,CM009483.1,LG8,A
RBBH-15065,0.560463402,0.923191714,Unbiased,-0.538920522,0.56984634,CM009479.1,LG4,A
RBBH-15066,0.509088512,0.692975006,Unbiased,0.123505761,0.787069852,CM009474.1,LG11,A
RBBH-15067,0.131811303,0.971489035,Unbiased,-0.559072184,0.074291174,CM009480.1,LG5,A
RBBH-15068,0.457243451,0.654652527,Unbiased,-0.005370549,0.991165203,CM009477.1,LG2,A
RBBH-1507,-0.873329867,0.137476895,Unbiased,-0.309957027,0.389315141,CM009473.1,LG10,A
RBBH-15074,-0.196897282,0.965858001,Unbiased,0.362300345,0.305169682,CM009481.1,LG6,A
RBBH-15075,0.457938058,0.895298094,Unbiased,0.391673598,0.507888134,CM009480.1,LG5,A
RBBH-15077,0.728540626,0.382455084,Unbiased,-0.365230728,0.424402805,CM009480.1,LG5,A
RBBH-15078,-0.317407808,0.872451311,Unbiased,0.757599876,0.006449554,CM009484.1,LG9,A
RBBH-1508,-0.228981367,0.965858001,Unbiased,0.524970142,0.274364886,CM009478.1,LG3,A
RBBH-15080,0.082444954,0.991165621,Unbiased,-0.251220208,0.705108287,CM009479.1,LG4,A
RBBH-15081,-0.110802902,0.980980293,Unbiased,0.091919285,0.82664065,CM009472.1,LG1,A
RBBH-15082,0.139664981,0.965858001,Unbiased,0.261445319,0.420689476,PGFK01000384.1,NA,NA
RBBH-15088,-0.398589111,0.736018947,Unbiased,0.197236426,0.541231516,PGFK01000663.1,NA,NA
RBBH-1509,0.574190449,0.841127032,Unbiased,-0.081628488,0.934452247,CM009478.1,LG3,A
RBBH-15090,-0.167519108,0.957681877,Unbiased,-0.333796829,0.330339838,CM009481.1,LG6,A
RBBH-15092,0.260640445,0.867529899,Unbiased,-0.061608955,0.89467882,CM009483.1,LG8,A
RBBH-15093,-0.063407664,0.992926809,Unbiased,0.300351752,0.541231516,CM009478.1,LG3,A
RBBH-15094,-0.582676695,0.387196735,Unbiased,0.346240968,0.336331578,CM009479.1,LG4,A
RBBH-15096,0.004643935,0.998561892,Unbiased,1.675242541,4.48E-09,CM009479.1,LG4,A
RBBH-15097,0.120746142,0.977379365,Unbiased,-0.59866506,0.058776964,CM009483.1,LG8,A
RBBH-15098,-0.120783955,0.971489035,Unbiased,-0.261585659,0.462833181,CM009478.1,LG3,A
RBBH-15101,0.137544968,0.973416641,Unbiased,0.215570964,0.625201669,CM009476.1,LG13,X
RBBH-15102,0.796601717,0.050107195,Unbiased,-0.442748181,0.07681029,PGFK01000666.1,NA,NA
RBBH-15103,-0.425581262,0.87039017,Unbiased,0.030014642,0.96829146,CM009472.1,LG1,A
RBBH-15104,-0.062524346,0.99594508,Unbiased,-0.283483503,0.660698322,CM009483.1,LG8,A
RBBH-15106,0.219379928,0.972941659,Unbiased,0.312205212,0.62032868,CM009481.1,LG6,A
RBBH-15107,0.036031284,0.997640133,Unbiased,0.402213447,0.421938554,CM009482.1,LG7,A
RBBH-15108,1.024769321,0.175391538,Unbiased,-0.691117733,0.023902362,CM009477.1,LG2,A
RBBH-15110,-0.092282531,0.987663039,Unbiased,-0.785942228,0.11308314,CM009477.1,LG2,A
RBBH-15113,-0.316848617,0.924093981,Unbiased,0.203941729,0.698422862,CM009481.1,LG6,A
RBBH-15114,0.409191069,0.663142036,Unbiased,-0.825759583,0.001650652,PGFK01000689.1,NA,NA
RBBH-15115,0.242838027,0.924093981,Unbiased,0.346509106,0.37626956,CM009473.1,LG10,A
RBBH-15116,0.122105655,0.980980293,Unbiased,0.398661967,0.276384557,PGFK01003052.1,NA,NA
RBBH-15118,0.661111009,0.65372881,Unbiased,-0.534427213,0.305102788,CM009480.1,LG5,A
RBBH-15119,0.234671893,0.980980293,Unbiased,3.134490863,7.71E-10,CM009476.1,LG13,X
RBBH-1512,-0.175083016,0.946068824,Unbiased,0.044594168,0.934452247,CM009482.1,LG7,A
RBBH-15123,0.224137648,0.928634003,Unbiased,0.352733242,0.222322806,NA,NA,NA
RBBH-15126,-0.262928343,0.897212739,Unbiased,0.224891045,0.548878488,CM009478.1,LG3,A
RBBH-15127,0.100398651,0.980980293,Unbiased,-0.007675014,0.986953844,PGFK01002481.1,NA,NA
RBBH-15128,-0.397739801,0.924093981,Unbiased,-0.218067918,0.628590269,CM009478.1,LG3,A
RBBH-15129,0.703651134,0.524066784,Unbiased,-0.285414448,0.41492756,CM009473.1,LG10,A
RBBH-1513,0.467775749,0.667872535,Unbiased,-0.057860754,0.888612582,CM009473.1,LG10,A
RBBH-15133,-0.761373218,0.619663897,Unbiased,-0.320672559,0.439880264,CM009479.1,LG4,A
RBBH-15134,-0.077087007,0.995442329,Unbiased,NA,NA,CM009479.1,LG4,A
RBBH-15135,-0.031656524,0.99594508,Unbiased,0.156676762,0.657680577,CM009477.1,LG2,A
RBBH-15136,-0.374094291,0.744743058,Unbiased,0.519565326,0.110417452,PGFK01002404.1,NA,NA
RBBH-15138,-0.100403599,0.980980293,Unbiased,0.083804323,0.858311287,CM009482.1,LG7,A
RBBH-15139,1.584673496,0.635653817,Unbiased,-1.659796142,0.018520779,CM009482.1,LG7,A
RBBH-15143,-0.32183141,0.946340256,Unbiased,-0.308192036,0.713738083,CM009483.1,LG8,A
RBBH-15144,0.521945218,0.888543611,Unbiased,-0.054545793,0.950994076,PGFK01001247.1,NA,NA
RBBH-15146,0.860864916,0.184587004,Unbiased,-0.395024561,0.307987683,CM009479.1,LG4,A
RBBH-15148,-0.047822675,0.99594508,Unbiased,0.300966284,0.526651472,CM009482.1,LG7,A
RBBH-15149,-0.124204829,0.978351944,Unbiased,0.919621754,0.004349674,CM009476.1,LG13,X
RBBH-15150,-0.074555926,0.989215886,Unbiased,0.326425879,0.364474185,CM009483.1,LG8,A
RBBH-15151,0.602275382,0.710122245,Unbiased,-0.690575371,0.142107269,CM009473.1,LG10,A
RBBH-15152,0.217028631,0.96896633,Unbiased,-0.274206976,0.677463051,CM009482.1,LG7,A
RBBH-15153,0.310578212,0.971489035,Unbiased,0.444857644,0.591913093,CM009475.1,LG12,A
RBBH-15159,0.164449843,0.968849065,Unbiased,-0.436376326,0.247198616,CM009476.1,LG13,X
RBBH-15160,-0.23598002,0.920481463,Unbiased,-0.387192077,0.209325466,PGFK01003215.1,NA,NA
RBBH-15161,0.405596648,0.786507318,Unbiased,-1.723490779,5.71E-07,CM009472.1,LG1,A
RBBH-15163,-0.249534899,0.965858001,Unbiased,0.333009605,0.429991277,CM009481.1,LG6,A
RBBH-15164,1.832695024,0.151111391,Unbiased,-0.391347696,0.7261374,CM009480.1,LG5,A
RBBH-15167,-0.307229928,0.916498319,Unbiased,0.589450296,0.163148566,CM009478.1,LG3,A
RBBH-15168,-0.409423037,0.841127032,Unbiased,0.232622031,0.659503109,CM009480.1,LG5,A
RBBH-1517,-0.10561278,0.988386244,Unbiased,-0.146589796,0.867302601,CM009481.1,LG6,A
RBBH-15170,-0.326455946,0.762658785,Unbiased,0.094085439,0.797093677,CM009481.1,LG6,A
RBBH-15171,0.011696907,0.997686618,Unbiased,2.339583355,6.47E-18,CM009472.1,LG1,A
RBBH-15173,0.198910845,0.965571806,Unbiased,0.260989466,0.582224922,CM009478.1,LG3,A
RBBH-15178,-0.302257875,0.841127032,Unbiased,-0.006278433,0.986953844,CM009480.1,LG5,A
RBBH-1518,-0.527827514,0.817655756,Unbiased,0.628286952,0.255035478,CM009479.1,LG4,A
RBBH-15181,-0.229492306,0.922166255,Unbiased,0.480327667,0.119134933,CM009481.1,LG6,A
RBBH-15185,0.358593772,0.894886566,Unbiased,-0.067412386,0.914971252,CM009477.1,LG2,A
RBBH-15188,-0.587845659,0.683344055,Unbiased,0.569045534,0.036941572,CM009484.1,LG9,A
RBBH-15192,0.649684472,0.346496348,Unbiased,-0.545668479,0.077447875,PGFK01001247.1,NA,NA
RBBH-15194,0.005715209,0.998561892,Unbiased,0.336632742,0.46730334,PGFK01000791.1,NA,NA
RBBH-15196,0.783569617,0.518636776,Unbiased,-0.157734133,0.783081213,PGFK01002832.1,NA,NA
RBBH-152,0.171884231,0.980980293,Unbiased,0.27944682,0.600346436,CM009476.1,LG13,X
RBBH-1520,-0.234892956,0.890209436,Unbiased,-0.059024395,0.898669044,PGFK01000902.1,NA,NA
RBBH-15200,-0.320982304,0.891834443,Unbiased,0.059256974,0.916300044,CM009478.1,LG3,A
RBBH-15201,0.042055037,0.99594508,Unbiased,0.440163731,0.104245243,PGFK01001069.1,NA,NA
RBBH-15202,0.357390244,0.861133015,Unbiased,-0.237588347,0.613973761,CM009476.1,LG13,X
RBBH-15206,-0.175678188,0.964859235,Unbiased,0.098535875,0.808119758,CM009480.1,LG5,A
RBBH-15207,-0.221498675,0.924093981,Unbiased,0.353614491,0.324788541,CM009484.1,LG9,A
RBBH-15208,0.173457607,0.965858001,Unbiased,-0.424832889,0.21575352,CM009478.1,LG3,A
RBBH-15209,-0.043751229,0.997349505,Unbiased,0.241849875,0.703799967,CM009479.1,LG4,A
RBBH-1521,-0.050741181,0.992060377,Unbiased,-0.340183017,0.323768011,PGFK01001788.1,NA,NA
RBBH-15211,0.119493487,0.975723828,Unbiased,-0.039720908,0.934452247,CM009473.1,LG10,A
RBBH-15212,0.33882038,0.839767975,Unbiased,-0.264935533,0.477995216,CM009477.1,LG2,A
RBBH-15213,0.652944693,0.828423656,Unbiased,-0.643568726,0.383562267,CM009474.1,LG11,A
RBBH-15217,0.494629467,0.812898859,Unbiased,-0.060580582,0.941480707,PGFK01001531.1,NA,NA
RBBH-15221,-0.160052208,0.9800274,Unbiased,0.21791473,0.788882515,CM009476.1,LG13,X
RBBH-15222,-0.301625189,0.895298094,Unbiased,-0.146699835,0.783069159,CM009479.1,LG4,A
RBBH-15223,-0.095882298,0.9874089,Unbiased,-0.163948068,0.791978604,CM009473.1,LG10,A
RBBH-15226,0.297665622,0.86576417,Unbiased,0.106127359,0.775962739,CM009482.1,LG7,A
RBBH-15229,0.021989616,0.997640133,Unbiased,-0.014282777,0.977500748,CM009482.1,LG7,A
RBBH-15230,1.881897813,0.001525456,female_biased,0.098867432,0.909713151,CM009481.1,LG6,A
RBBH-15232,-0.400573551,0.715595921,Unbiased,-0.652791563,0.0280787,PGFK01003056.1,NA,NA
RBBH-15233,0.024437686,0.996305059,Unbiased,-0.151413064,0.687626917,CM009478.1,LG3,A
RBBH-15234,0.031602983,0.997294609,Unbiased,0.518258148,0.208082398,CM009478.1,LG3,A
RBBH-15235,0.38617001,0.838760106,Unbiased,-0.666214177,0.131747029,CM009478.1,LG3,A
RBBH-15236,1.288126614,0.004742903,female_biased,0.361816871,0.402760625,CM009475.1,LG12,A
RBBH-15238,0.049235846,0.992060377,Unbiased,-0.015883354,0.969937455,CM009481.1,LG6,A
RBBH-15240,0.185414364,0.943085497,Unbiased,-1.771956603,2.07E-14,CM009473.1,LG10,A
RBBH-15241,0.305382574,0.825308669,Unbiased,-0.128695054,0.742787794,CM009481.1,LG6,A
RBBH-15244,-0.733969121,0.68339158,Unbiased,-0.55682227,0.477781911,CM009481.1,LG6,A
RBBH-15245,-0.089666074,0.980980293,Unbiased,0.640288807,0.00471907,CM009482.1,LG7,A
RBBH-15246,-1.639977635,0.019638342,male_biased,-1.33349748,3.42E-08,CM009478.1,LG3,A
RBBH-15248,-0.633366176,0.576499724,Unbiased,-1.258550152,0.002605579,CM009472.1,LG1,A
RBBH-15249,0.030185362,0.997640133,Unbiased,0.23696265,0.495457792,PGFK01001247.1,NA,NA
