genename,Tce_LG_log2FC_SB,Tce_LG_FDR_SB,Tce_LG_sexbias,Tce_LG_log2FC_SA,Tce_LG_FDR_SA,scaf_name,LG,chr_type
RBBH-17367,0.537414501,0.560868022,Unbiased,-0.210738864,0.556731687,CM009480.1,LG5,A
RBBH-1737,0.621832929,0.519273712,Unbiased,-0.077744689,0.866733469,CM009478.1,LG3,A
RBBH-17371,0.587138599,0.561943941,Unbiased,-0.257496692,0.398322002,CM009478.1,LG3,A
RBBH-17372,-0.911731206,0.805910797,Unbiased,NA,NA,CM009475.1,LG12,A
RBBH-17373,0.375623369,0.930438062,Unbiased,0.321842518,0.682430856,CM009472.1,LG1,A
RBBH-17374,0.021099722,0.997640133,Unbiased,0.393081202,0.21575352,PGFK01000413.1,NA,NA
RBBH-17376,0.032294439,0.996305059,Unbiased,-1.125880667,0.002291555,CM009479.1,LG4,A
RBBH-17377,0.233311459,0.947026559,Unbiased,0.15222607,0.771229011,CM009480.1,LG5,A
RBBH-17379,-0.120329073,0.984255436,Unbiased,0.073661206,0.930726397,CM009478.1,LG3,A
RBBH-17380,0.260107969,0.895298094,Unbiased,0.541363054,0.089434828,CM009483.1,LG8,A
RBBH-17381,0.316940947,0.847241049,Unbiased,-0.331562458,0.329646824,CM009478.1,LG3,A
RBBH-17382,0.078112868,0.984111276,Unbiased,-0.388707691,0.211951451,PGFK01001247.1,NA,NA
RBBH-17384,-0.336643462,0.833043786,Unbiased,-0.066919037,0.862621516,CM009478.1,LG3,A
RBBH-17385,-0.164524135,0.980980293,Unbiased,0.437665457,0.447128794,PGFK01002860.1,NA,NA
RBBH-17386,0.25082851,0.975845482,Unbiased,-0.775037052,0.293136004,CM009483.1,LG8,A
RBBH-17387,0.355235541,0.879980907,Unbiased,-0.008682831,0.987074602,CM009476.1,LG13,X
RBBH-17388,0.60052446,0.841127032,Unbiased,-0.453812031,0.466387156,PGFK01000374.1,NA,NA
RBBH-17389,0.27423989,0.90977757,Unbiased,-0.056354613,0.92105352,CM009483.1,LG8,A
RBBH-1739,-0.264575628,0.916592241,Unbiased,0.070500414,0.914971252,CM009479.1,LG4,A
RBBH-17391,0.282409413,0.863881942,Unbiased,0.168267485,0.624232179,CM009481.1,LG6,A
RBBH-17392,-0.431761367,0.805910797,Unbiased,-0.103012988,0.826800846,CM009472.1,LG1,A
RBBH-17394,0.06758267,0.992060377,Unbiased,0.320958413,0.418939012,CM009478.1,LG3,A
RBBH-17395,-0.110307115,0.979741573,Unbiased,0.224017208,0.526332171,CM009481.1,LG6,A
RBBH-17396,-0.206150639,0.966680562,Unbiased,0.945248376,0.022115697,PGFK01003155.1,NA,NA
RBBH-17398,0.585529223,0.65372881,Unbiased,-1.869773928,4.48797E-06,CM009474.1,LG11,A
RBBH-17399,0.378869669,0.901978993,Unbiased,0.134242786,0.85761616,CM009483.1,LG8,A
RBBH-174,0.109575353,0.978351944,Unbiased,-0.283378209,0.40033435,CM009473.1,LG10,A
RBBH-1740,0.504842564,0.654652527,Unbiased,-0.284873084,0.431710692,CM009484.1,LG9,A
RBBH-17400,0.271620461,0.935586114,Unbiased,0.056103317,0.928528694,PGFK01003155.1,NA,NA
RBBH-17401,-0.387165662,0.885522734,Unbiased,NA,NA,CM009482.1,LG7,A
RBBH-17403,0.250497419,0.926318698,Unbiased,0.91779117,0.012982747,CM009473.1,LG10,A
RBBH-17404,-0.384449283,0.898760523,Unbiased,-0.715446069,0.412713243,CM009483.1,LG8,A
RBBH-17405,-0.07702449,0.98862632,Unbiased,-0.879054811,0.000637706,NA,NA,NA
RBBH-17406,-0.532928921,0.467508059,Unbiased,0.41292708,0.185171603,CM009481.1,LG6,A
RBBH-17411,0.198797122,0.945054598,Unbiased,-0.111161106,0.815499978,CM009473.1,LG10,A
RBBH-17412,0.135979003,0.969377458,Unbiased,0.088001159,0.840827957,CM009472.1,LG1,A
RBBH-17413,-0.34025311,0.730384871,Unbiased,0.027909522,0.946052509,CM009480.1,LG5,A
RBBH-17414,0.105381802,0.978351944,Unbiased,0.116571916,0.747657941,CM009483.1,LG8,A
RBBH-17416,0.381872047,0.969377458,Unbiased,-3.376626847,2.07E-14,CM009481.1,LG6,A
RBBH-17418,-0.61226382,0.574468375,Unbiased,1.793425114,1.32E-11,CM009482.1,LG7,A
RBBH-1742,0.121369883,0.981498797,Unbiased,0.741274341,0.057949187,CM009480.1,LG5,A
RBBH-17420,-0.140204013,0.973043458,Unbiased,0.000594514,0.998919966,CM009472.1,LG1,A
RBBH-17423,-0.15843942,0.984255436,Unbiased,0.150014231,0.832201115,CM009476.1,LG13,X
RBBH-17424,-0.344167298,0.924093981,Unbiased,0.646136755,0.249998232,CM009481.1,LG6,A
RBBH-17425,-0.253250701,0.895298094,Unbiased,0.064601944,0.90070077,CM009474.1,LG11,A
RBBH-17426,-0.52889463,0.475980154,Unbiased,0.709864319,0.018378111,CM009472.1,LG1,A
RBBH-17428,0.001423515,0.999905885,Unbiased,-0.897931987,0.185546966,NA,NA,NA
RBBH-1743,0.423877694,0.692975006,Unbiased,-0.397788464,0.136750947,CM009481.1,LG6,A
RBBH-17430,0.168773147,0.978351944,Unbiased,0.605860076,0.137586111,PGFK01001788.1,NA,NA
RBBH-17431,0.725564703,0.477423821,Unbiased,-0.096547679,0.841525486,CM009483.1,LG8,A
RBBH-17432,0.450388563,0.738623032,Unbiased,0.324238216,0.494010659,CM009474.1,LG11,A
RBBH-17434,-0.662479786,0.49575917,Unbiased,0.434873892,0.320926104,CM009481.1,LG6,A
RBBH-17435,0.120207457,0.971489035,Unbiased,0.590468172,0.012285588,PGFK01001096.1,NA,NA
RBBH-17436,0.108087433,0.980980293,Unbiased,-0.601425216,0.023946481,CM009480.1,LG5,A
RBBH-17437,-0.530454404,0.839767975,Unbiased,-0.86610588,0.00580323,CM009478.1,LG3,A
RBBH-17438,0.344479082,0.936480779,Unbiased,0.565432861,0.347630787,PGFK01003366.1,NA,NA
RBBH-17441,-0.843092215,0.325765356,Unbiased,0.418669008,0.131007129,CM009482.1,LG7,A
RBBH-17443,-0.299198389,0.847277176,Unbiased,0.135763821,0.723220814,CM009479.1,LG4,A
RBBH-17444,-0.031374244,0.995962229,Unbiased,0.254703271,0.472659387,CM009481.1,LG6,A
RBBH-17445,-0.039340655,0.995442329,Unbiased,0.306580083,0.358675514,CM009481.1,LG6,A
RBBH-17447,-0.102302906,0.984111276,Unbiased,-0.207239871,0.705108287,CM009480.1,LG5,A
RBBH-17452,0.352884778,0.877695656,Unbiased,0.285122249,0.51284409,CM009475.1,LG12,A
RBBH-17453,-0.037029166,0.99594508,Unbiased,-0.512900385,0.112511929,CM009483.1,LG8,A
RBBH-17454,-0.249421506,0.897212739,Unbiased,1.335514815,4.70E-07,CM009484.1,LG9,A
RBBH-17455,0.393453339,0.972941659,Unbiased,-2.074978265,0.021847094,CM009472.1,LG1,A
RBBH-17458,-0.270642908,0.843538623,Unbiased,0.323421925,0.26374434,CM009476.1,LG13,X
RBBH-17459,-0.482447346,0.89785565,Unbiased,0.285073467,0.755491184,CM009477.1,LG2,A
RBBH-1746,-0.038504009,0.99594508,Unbiased,-0.346933223,0.292632254,CM009481.1,LG6,A
RBBH-17463,0.568705179,0.764902965,Unbiased,-0.583616872,0.107605478,CM009483.1,LG8,A
RBBH-17464,0.492745811,0.562866495,Unbiased,-0.0903163,0.85222957,CM009473.1,LG10,A
RBBH-17465,0.357378675,0.809857608,Unbiased,0.092906184,0.833228665,CM009474.1,LG11,A
RBBH-17466,0.092542892,0.980980293,Unbiased,0.135869901,0.781254738,CM009478.1,LG3,A
RBBH-1747,-0.54431499,0.897212739,Unbiased,0.794812458,0.211267332,CM009482.1,LG7,A
RBBH-17470,-0.56343397,0.813447156,Unbiased,1.048724149,0.015800891,CM009478.1,LG3,A
RBBH-17471,0.08356012,0.983188271,Unbiased,-0.030052085,0.943463837,CM009473.1,LG10,A
RBBH-17472,-0.082588328,0.980980293,Unbiased,-0.461170969,0.114155518,PGFK01002481.1,NA,NA
RBBH-17475,0.299083857,0.936983742,Unbiased,0.04496879,0.961154842,CM009483.1,LG8,A
RBBH-17477,0.218718463,0.924093981,Unbiased,0.095338007,0.80528761,CM009473.1,LG10,A
RBBH-17479,0.022223217,0.997640133,Unbiased,0.450355914,0.160747172,PGFK01001013.1,NA,NA
RBBH-17483,0.07785926,0.981904338,Unbiased,0.071775254,0.851775479,CM009473.1,LG10,A
RBBH-17485,0.36532481,0.924093981,Unbiased,0.253784157,0.636524695,CM009479.1,LG4,A
RBBH-17487,0.009057327,0.997686618,Unbiased,-0.015370465,0.97867518,CM009478.1,LG3,A
RBBH-17489,-0.227680531,0.961881268,Unbiased,0.104187198,0.833228665,CM009474.1,LG11,A
RBBH-17490,-0.068669378,0.995442329,Unbiased,0.762288786,0.12514431,CM009478.1,LG3,A
RBBH-17496,-0.221003277,0.911220267,Unbiased,0.221621173,0.479098197,CM009478.1,LG3,A
RBBH-175,0.303431229,0.867822831,Unbiased,0.338810857,0.261167092,CM009477.1,LG2,A
RBBH-17500,-0.669080822,0.1633502,Unbiased,0.324793934,0.244664712,PGFK01003638.1,NA,NA
RBBH-17505,0.358605714,0.845236736,Unbiased,-0.871327314,0.007088321,PGFK01002092.1,NA,NA
RBBH-17507,-0.110385367,0.972217422,Unbiased,0.337172051,0.213205256,CM009478.1,LG3,A
RBBH-17509,0.133434846,0.972941659,Unbiased,0.254839034,0.434393073,CM009480.1,LG5,A
RBBH-1751,-0.01969978,0.997640133,Unbiased,-0.157796408,0.735409185,CM009476.1,LG13,X
RBBH-17510,0.515293402,0.710760463,Unbiased,-0.391131756,0.218039085,CM009473.1,LG10,A
RBBH-17511,0.274464697,0.964859235,Unbiased,0.387056932,0.434788447,CM009480.1,LG5,A
RBBH-17512,-0.320732816,0.895298094,Unbiased,1.39863229,8.07E-07,CM009484.1,LG9,A
RBBH-17516,0.419717165,0.885405977,Unbiased,-0.226005334,0.670179838,CM009474.1,LG11,A
RBBH-17519,-0.006429975,0.998081145,Unbiased,0.144276966,0.738156608,CM009483.1,LG8,A
RBBH-1752,0.060430179,0.99594508,Unbiased,1.484526033,0.000379461,CM009479.1,LG4,A
RBBH-17520,0.092820371,0.980980293,Unbiased,-0.576934657,0.046856773,NA,NA,NA
RBBH-17522,0.161920318,0.969942104,Unbiased,0.418857129,0.269383796,CM009484.1,LG9,A
RBBH-17526,0.301541214,0.889167981,Unbiased,0.489323089,0.129604245,CM009480.1,LG5,A
RBBH-17528,-0.062442832,0.993903308,Unbiased,0.187699895,0.73769935,CM009473.1,LG10,A
RBBH-17529,-0.071965778,0.99594508,Unbiased,0.932570933,0.185555856,CM009475.1,LG12,A
RBBH-1753,-0.39725433,0.841907606,Unbiased,-1.186530375,0.002031817,CM009484.1,LG9,A
RBBH-17531,-0.281488365,0.89785565,Unbiased,0.935228569,0.003588731,CM009484.1,LG9,A
RBBH-17532,-0.071733815,0.988380289,Unbiased,0.267267793,0.449001331,PGFK01001788.1,NA,NA
RBBH-17534,0.109046281,0.985537895,Unbiased,-0.877798153,0.022183186,CM009481.1,LG6,A
RBBH-17536,-0.37891899,0.764902965,Unbiased,-0.905716587,0.009418503,CM009473.1,LG10,A
RBBH-17537,0.079256005,0.983557927,Unbiased,0.057150517,0.903910655,CM009478.1,LG3,A
RBBH-17538,-0.12873962,0.978549372,Unbiased,0.19063684,0.680943372,CM009479.1,LG4,A
RBBH-17543,-0.157042926,0.971489035,Unbiased,-0.254985642,0.581311862,CM009483.1,LG8,A
RBBH-17547,0.344872923,0.838760106,Unbiased,-0.288092373,0.377362848,CM009479.1,LG4,A
RBBH-17550,0.075364227,0.989215886,Unbiased,0.001105039,0.998865529,CM009483.1,LG8,A
RBBH-17553,0.207721973,0.924093981,Unbiased,-0.107991599,0.797093677,CM009475.1,LG12,A
RBBH-17554,-0.136732922,0.980980293,Unbiased,0.078033819,0.900437165,CM009480.1,LG5,A
RBBH-17555,-0.247641712,0.87684484,Unbiased,0.510767253,0.034086737,CM009480.1,LG5,A
RBBH-17557,0.050261245,0.993648021,Unbiased,0.30590592,0.441023688,CM009477.1,LG2,A
RBBH-17558,0.072481512,0.985714406,Unbiased,0.001135016,0.998644932,CM009478.1,LG3,A
RBBH-1756,0.119381266,0.988969107,Unbiased,-0.10505027,0.904338942,CM009475.1,LG12,A
RBBH-17560,0.371774921,0.700877318,Unbiased,0.16189371,0.645451234,CM009478.1,LG3,A
RBBH-17561,-0.074890303,0.985210004,Unbiased,-0.318684284,0.429905792,CM009476.1,LG13,X
RBBH-17563,0.172733019,0.951878219,Unbiased,0.486157536,0.063606451,PGFK01003056.1,NA,NA
RBBH-17568,0.077605425,0.984111276,Unbiased,0.245863427,0.435058972,CM009482.1,LG7,A
RBBH-17569,0.158011368,0.951878219,Unbiased,-0.262664034,0.452497773,CM009478.1,LG3,A
RBBH-1757,0.273996949,0.905984361,Unbiased,0.032740102,0.94643839,CM009484.1,LG9,A
RBBH-17570,-0.114021941,0.984620551,Unbiased,-0.159244982,0.808776654,CM009474.1,LG11,A
